"ShortNameKey","FullName","Category","Unit","TemporalCoverage","LastUpdate","ContactPerson","Email","License","OpenAccess","Source","Citation","DOI","Indicator evaluation performed","Description","Motivation","ConceptualUnderstanding","ScientificConsensus","QuantitativeDimension","Precision","Bias","Updating","SpaceTimeCoverage","LevelOfIntegration","Cost","History","Simplicity","Transparency","DataType","Sensitivity","Specificity","LagAndLeadTime","ManagementRelevance","ManagementUse","ReferencePoint","PriorKnowledge","Clarity","Reaction","ATACCategory","Transformation"
"Kittywake","Number of black-legged kittiwake","Seabirds","pair count",NA,NA,NA,NA,"unknown",NA,NA,NA,NA,"yes",NA,"Changes in the population size of black-legged kittiwake (hereafter kittiwake) indicates the status and trends for this endangered but still most numerous seabird species in mainland Norway. Its population trend reflects temporal variation in the productivity of the pelagic food web on the Continental Shelf off Central Norway in spring and summer [1-4]. It complements parallel indicators for Atlantic puffin and common guillemot, as these three seabird species differ markedly in their foraging behaviour.","The indicator is an annual estimate of the total number of kittiwakes breeding along the eastern margin of the Norwegian Sea. The indicator responds to ecosystem changes mainly through food web effects on rates of adult survival and productivity, thus including indirect effects of fishing pressures and ocean climate variability. While breeding success reflects local conditions within reach of the colonies in spring and summer [1–4], survival of adult birds also reflects conditions in other sea areas in the non-breeding season [5–7], such as the Barents Sea in autumn and in the western Atlantic in winter [see https://seatrack.net/ for winter distributions]. Sub-lethal reduction of adult body condition in the wintering areas may also have carry-over effects on their reproductive performance in the following breeding season [8–10].","The scientific consensus for this indicator is strong, and the data collection follows the international standards for such work [11]. The results are an integral part of the long ongoing reporting and assessments made by a variety of international expert groups on seabird ecology within ICES/OSPAR and CAFF [12–13]. The kittiwake feeds its chicks regurgitates of numerous small fish and zooplankton crustaceans taken by plunge-diving within < 1 m of the water surface in pelagic waters on-shelf and beyond. It thereby supplements the two other pelagic seabird indicators that dive much deeper for their prey, the Atlantic puffin that feeds its chick bill-loads of small fish taken at depths < 70 m and the common guillemot that feeds the chick single fish taken at depths < 180 m.","The indicator is measured quantitatively as the number of apparently occupied nests (AONs) counted annually, either in designated study plots (the two largest colonies) or as total counts (the other colonies), in four keysite areas: Runde and Ålesund (62.4°N & 62.5°N), Sklinna and Sør-Gjeslingan (65.2°N & 64.7°N), Røst (67.5°N) and Anda (69.1°N).","The precision level for the sub-sampling monitoring schemes in the two largest colonies cannot not be estimated directly, and these colonies are now extinct (Vedøy in Røst) or close to extinction (Runde south of Ålesund). The monitoring plots were selected based on qualitative assessments of their representativeness and therefore expected to be high (likely less than ± 10%). Occasional whole-colony counts also allowed upscaling to total population numbers at these sites. The indicator also accounts for a decreasing number of smaller colonies not included in the monitoring, by adjusting their most recent census of their population size with the trend at the closest keysite colony.","The level of bias is low. Although a small proportion of the population may refrain from breeding in a single year, most of those birds are still expected to visit the colony frequently to defend their established nest site, thereby indicating occupancy that are captured by the monitoring.","The indicator is updated annually as an integrated part of the SEAPOP programme (www.seapop.no/en). The monitoring takes place in June, and the data are entered into SEAPOP’s data base and reported to WGINOR in the same year. The time series for the indicator is only updated for and reported by WGINOR, but the keysite-specific results are reported together with parallel data on other performance indicators for the same populations in the annual reports published by SEAPOP at the programme website before the next breeding season.","The temporal scale is one year. The indicator is based on population trends in four colony areas, traditionally known to hold a large part of the kittiwake population breeding along the eastern coast of the Norwegian Sea [4,15].","The primary level of integration is the regional breeding population size of Norway’s most numerous gull species, the black-legged kittiwake. Both the Faroes and Iceland have important kittiwake populations, but these are not yet part of the WGINOR reporting. The indicator integrates bottom-up productivity of the coastal shelf ecosystem, from plankton and forage fish to seabird performance [2,15]","The SEAPOP programme covers the field work with financial support from the Norwegian Environment Agency, the Norwegian Ministry of Energy, and Offshore Norge. The annual indicator update for WGINOR is done by participating scientists from NINA, mainly  by means of in-kind work and a small grant from the Norwegian Environment Agency.","The annual monitoring that forms the basis for the indicator estimates started in 1979 (Røst), 1980 (Runde), 1981 (Sklinna) and 2005 (Anda), respectively. The colony-specific time series are updated and reported annually as part of the SEAPOP programme.","The update procedure is relatively straightforward and does not involve heavy computation, but it requires some expertise on computing the proper input parameters from the SEAPOP monitoring data and how to update the population estimate based on the most recent colony-specific trends and census data.","Because of limited funds, no detailed protocol for how to produce the indicator has yet been made, but the colony-specific input data are stored and managed by the SEAPOP programme (www.seapop.no/en) in accordance with the FAIR principles.","The data are based on in-situ data. All input data are contained in the national seabird data base administered and developed by the SEAPOP programme (www.seapop.no/en).","As kittiwakes usually start breeding when 4–5 years old [16], the indicator is a less responsive signal than indices of productivity (i.e., breeding success) or adult survival, which WGINOR may consider as candidate/supplementary indicators. The population size indicator results from the combined effects of variation in both adult survival and recruitment rates, making it a more ‘holistic’ indicator of the overall status of the indicator species. Moreover, it can also reflect very infrequent but drastic mass mortality events (“wrecks”) of adult birds, which – except for epidemic HPAI incidents [17] – almost exclusively occur outside the breeding season when most of these kittiwakes travel to winter off in the western part of the North Atlantic off Newfoundland and Labrador [5]. The indicator responses are not necessarily linear as the productivity of key elements in the lower tropic chain up to the kittiwake’s prey – and the oceanographic processes affecting their availability – can be highly variable in time and space [e.g., 15].","The indicator is general in nature as changes in its value cannot be attributed to a specific cause. It therefore does not allow for clear separation between the effects driven by ecosystem changes and those resulting from management actions.","In case of changes in conditions in the non-breeding areas at sea, the indicator can respond to ecosystem changes within one year. Otherwise, the response is usually caused by variation in food availability within the breeding season that affects productivity, which does not produce a signal in the indicator until the resulting cohort recruits to the breeding population at first breeding some 4-5 years later [16]. The indicator can be forecasted into the future if applying a more holistic modelling approach such as Integrated Population Models (IPM) that can combine effects of variation in external drivers of the key demographic parameters, i.e. adult survival rates and productivity [18–19].","The population trends for the different keysite populations of kittiwakes are reported individually and summarised in the annual open access reports published by the SEAPOP programme (www.seapop.no/en), which is run by the Norwegian Institute for Nature Research (NINA) and the Norwegian Polar Institute (NPI) in close cooperation with the Norwegian Environment Agency and several other authorities and private institutions. This type of monitoring data informs the main criterion for red listing of seabird species both nationally by the Norwegian Biodiversity Information Centre and internationally by IUCN, namely the percentage change in population size over three generations. For the Atlantic puffin, this corresponds to 30 years (i.e., 1995 to date), given an estimated generation time of 9.8  years [19].","The trends that form the basis for the indicator are reported both for surveillance and assessment of managements target, including integration in relevant international indicators of environmental status, such as the Ecological Quality Objectives (EcoQOs) developed by ICES/JWGBIRD for the OSPAR Commission and last reported in their Quality Status Report 2023 and Intermediate Assessment 2017 (https://oap.ospar.org/en/ospar-assessments/). Given the inherent delay in response to environmental change of population size indicators, only drastic changes that may signal massive wrecks of adults are likely to trigger more detailed studies that can uncover the underlying causes and identify relevant management actions.","A change in the indicator reflects a similarly directed change in environmental conditions experienced by the kittiwakes. Up to now, reference levels for the size of seabird populations in Europe have often been set to equal the level registered when most of the time series were established (often early 1980s). This practice has however limited value for guiding management actions, besides allowing to set longer-term (3 generations) reference points for updating the red-list status of the species (see 5.1).","Yes, especially the colony-specific changes integrated in the indicator. Kittiwakes are a character species of many magnificent bird cliffs in boreal and Arctic waters and a highly valued component of the marine environment along the Norwegian Sea coast. Their fast-decreasing populations and poor breeding success are increasingly more often referred to by non-scientists, managers and many others as important indicators of the state of the marine environment.","The state of the indicator species as such is easy to understand correctly but due to lack of quantitative knowledge on many of the potential driving forces and interactions involved, it is much more challenging to communicate the underlying mechanisms for the observed changes at different scales in time and space, and their associated uncertainties.","Reactions to information about the indicator are expected to be adequate and proportional among the most informed scientists and managers but are expected to vary between other types of stakeholders and different groups of the broader audience. Most likely, they depend on varying perceptions about what are the main causes for negative change and what can be done to improve the situation. To bridge such information gaps and identify the best actions to improve ecosystem-based management, we need more quantitative knowledge on the underlying mechanisms and effects of what are expected to be the key drivers of change.","Ecological",TRUE
"Guillemot","Number of common guillemot","Seabirds","pair count",NA,NA,NA,NA,"unknown",NA,NA,NA,NA,"yes",NA,"Changes in the population size of common guillemots breeding in the eastern Norwegian Sea indicate the status and trends for this seabird species, which is critically endangered in mainland Norway. Although changes can be driven by variation in both adult survival and recruitment rates determined by breeding success, the population stays within Norwegian waters throughout the year [see https://seatrack.net/ for winter distributions]. Its numerical trends will therefore largely reflect the temporal variation in environmental conditions and productivity of the pelagic food web on the Continental Shelf off Central Norway. It complements parallel indicators for Atlantic puffins and black-legged kittiwakes, as these three species differ markedly in their foraging behaviour.","The indicator is an annual estimate of the total number of common guillemots breeding along the eastern margin of the Norwegian Sea. The indicator responds to ecosystem changes mainly through food web effects on adult survival and productivity, thus including also indirect effects of fishing pressures and ocean climate variability. As the birds remain in Norwegian coastal waters throughout their annual cycle [see https://seatrack.net/ for winter distributions from Sklinna and Røst], these vital rates, and thus common guillemot population trends, will reflect local conditions on the Norwegian shelf, even if some adults take an autumn trip to the southern Barents Sea [1] or northern North Sea [2].","The scientific consensus for this indicator is strong, and the data collection follows the international standards for such work [3]. The results are an integral part of the long ongoing reporting and assessments made by a variety of international expert groups on seabird ecology within ICES/OSPAR and CAFF. The common guillemot dive for fish prey in pelagic waters at depths down to 180 m and brings its chick only one fish per foraging trip. It thereby supplements the two other pelagic seabird indicators, the Atlantic puffin that feeds its chick multiple small fish taken at depths < 70 m and the black-legged kittiwake that feeds its chicks regurgitates of numerous small planktonic fish and crustaceans taken in the surface layer (< 1 m).","The indicator is measured quantitatively as the average number of individual adults attending breeding ledges or crevices in steep cliffs or among boulders in designated study plots at three keysite colonies: Runde (62.4°N), Sklinna (65.2°N) and Røst (67.5°N). The usually 5–10 counts are made on separate days spread across the incubation and early chick period of the guillemots.","The precision level is difficult to quantify exactly, but the study plots were originally selected based on qualitative assessments of their representativeness and therefore expected to be high (likely less than ± 20%). At Røst, the 395 fixed plots and sub-plots in the monitoring colony (Vedøy) were spread widely over three of its five large cliff faces and support approximately one half of the population on the island [4]. Occasional whole-colony estimates allow upscaling to total population numbers at all three sites. The indicator also accounts for a few other colonies not included in the annual monitoring (such as on several other islands in Røst), by adjusting the most recent census of their population size with the trend at the closest keysite colony.","Can the level of bias in the indicator be estimated? What is the level of bias? If quantitative estimates are not available, is it possible to qualify the bias as “high” or “low”? Do we trust more relative changes in the indicator than absolute values?","How frequently can the indicator be updated? How long is the delay between observation/measurement and reporting of the indicator?","What is the spatial and temporal extent of the indicator? Does it reflect a feature at the global scale, at the Norwegian Sea ecosystem scale, in a sub-region, along a transect, at a station, other? Is it integrated over multiple years, one year, a season, a cruise duration, or at a unique date & time?","The primary level of integration is the regional breeding population size of the largest species of auks in the Atlantic, the common guillemot. Both the Faroes and Iceland have important populations of common guillemots, but these are not yet part of the WGINOR reporting. The indicator integrates bottom-up productivity of the coastal shelf ecosystem, from plankton via forage fish to seabird performance [6-9] but can also reflect top-down effects of avian predators [10].","The SEAPOP programme covers the field work with financial support from the Norwegian Environment Agency, the Norwegian Ministry of Energy, and Offshore Norge. The annual indicator update for WGINOR is done by participating scientists from NINA, mainly  by means of in-kind work and a small grant from the Norwegian Environment Agency.","The annual monitoring that forms the basis for the indicator estimates started in 1960 (Røst), 1980 (Runde) and 1983 (Sklinna), respectively.  The colony-specific time series are updated and reported annually as part of the SEAPOP programme.","The update procedure is relatively straightforward and does not involve heavy computation, but it requires some expertise on computing the proper input parameters from the SEAPOP monitoring data and how to update the population estimate based on the most recent colony-specific trends and census data.","Because of limited funds, no detailed protocol for how to produce the indicator has yet been made, but the colony-specific input data are stored and managed by the SEAPOP programme (www.seapop.no/en) in accordance with the FAIR principles.","The data are based on in-situ data. All input data are contained in the national seabird data base administered and developed by the SEAPOP programme (www.seapop.no/en).","As common guillemots usually start breeding when 5-7  years old [11], the indicator is a less responsive signal than indices of productivity (i.e., breeding success) or adult survival, which WGINOR may consider as candidate/supplementary indicators. As the population size indicator results from the combined effects of variation in both adult survival and recruitment rates, it is a more ‘holistic’ indicator of the overall status of the indicator species. It can however also reflect drastic mass mortality events (“wrecks”) of adult birds, which almost exclusively occur outside the breeding season and often hit large numbers of common guillemots [12-15]. The indicator responses are not necessarily linear as the productivity of key elements in the lower tropic chain up to the guillemots’ main prey – and the oceanographic processes affecting their availability – can be highly variable in time and space [e.g., 9].","The indicator is general in nature as changes in its value cannot be attributed to a specific cause. It therefore does not allow for clear separation between the effects driven by ecosystem changes and those resulting from management actions.","In case of changes in conditions in the non-breeding areas at sea, the indicator can respond to ecosystem changes within one year. Otherwise, the response is usually caused by variation in food availability within the breeding season that affects productivity, which does not produce a signal in the indicator until the resulting cohort recruits to the breeding population at first breeding some 5-7 years later [11]. The indicator can be forecasted into the future if applying a more holistic modelling approach such as Integrated Population Models (IPM) that can combine effects of variation in external drivers of the key demographic parameters, i.e. adult survival rates and productivity [16].","The population trends for the different keysite populations of common guillemots are reported individually and summarised in the annual open access reports published by the SEAPOP programme (www.seapop.no/en), which is run by the Norwegian Institute for Nature Research (NINA) and the Norwegian Polar Institute (NPI) in close cooperation with the Norwegian Environment Agency and several other authorities and private institutions. This type of monitoring data informs the main criterion for red listing of seabird species both nationally (by the Norwegian Biodiversity Information Centre) and internationally (by IUCN), namely the percentage change in population size over three generations. For the common guillemot, this corresponds to 44 years (i.e., 1981 to date), given an estimated generation time of 14.8 years [17].","The trends that form the basis for the indicator are reported both for surveillance and assessment of managements target, including integration in relevant international indicators of environmental status, such as the Ecological Quality Objectives (EcoQOs) developed by ICES/JWGBIRD for the OSPAR Commission and last reported in their Quality Status Report 2023 and Intermediate Assessment 2017 (https://oap.ospar.org/en/ospar-assessments/). Given the inherent delay in response to environmental change of population size indicators, only drastic changes that may signal massive wrecks of adults are likely to trigger more detailed studies that can uncover the underlying causes and identify relevant management actions.","A change in the indicator reflects a similarly directed change in environmental conditions experienced by the common guillemots. Up to now, reference levels for the size of seabird populations in Europe have often been set to equal the level registered when most of the time series were established (often early 1980s). This practice has however limited value for guiding management actions, besides allowing to set longer-term (3 generations) reference points for updating the red-list status of the species (see 5.1).","Yes, especially the colony-specific changes integrated in the indicator. The common guillemot is an archetypical inhabitant of some of the world’s most spectacular bird cliffs and a highly valued component of the marine environment along the Norwegian coast. Its negative population trends and poor breeding performance in this region are increasingly more often referred to by non-scientists, managers and many others as important indicators of the state of the marine environment. This is also triggered by a parallel increase in massive wreck events of the species outside the breeding season, especially in the North Sea and Skagerrak [18].","The state of the indicator species as such is easy to understand correctly but due to lack of quantitative knowledge on many of the potential driving forces and interactions involved, it is much more challenging to communicate the underlying mechanisms for the observed changes at different scales in time and space, and their associated uncertainties.","Reactions to information about the indicator are expected to be adequate and proportional among the most informed scientists and managers but are expected to vary between other types of stakeholders and different groups of the broader audience. Most likely, they depend on varying perceptions about what are the main causes for negative change and what can be done to improve the situation. To bridge such information gaps and identify the best actions to improve ecosystem-based management, we need more quantitative knowledge on the underlying mechanisms and effects of what are expected to be the key drivers of change.","Ecological",TRUE
"MinkeCatch","Minke whale Catches","Pressure","count",NA,"2024","Lucie Buttay","lucie.buttay@uit.no","unknown",NA,NA,NA,NA,"yes",NA,"The component reported is the annual catch of common minke whale. It corresponds to the harvesting pressure (species extraction) and target a key species.  Catch trends provides insight into the harvesting pressure and how it has change through time.","The indicator measures the annual number of common minke whales caught by NAMMCO member countries (Faroes, Iceland, Norway) and reported officially.","This indicator is widely accepted in marine mammal management. As for most of the indicators describing human activities, the minke whale catch is not recognized as an Essential Ocean Variable.","Quantitative, count of Minke whale individuals catch per year.","The level of precision is rather high. All legal catches are reported in the NAMMCO data base.","There is no estimation of bias available. If there is a bias, it would be toward an under-estimation of the catches if there are illegal or unreported catches (e.g. struck and lost). Legal catches are expected to be well reported.","The indicator is updated annually shortly after the hunting season that usually occurs April to august.","Minke whale catches are registered for the Northeast Atlantic, east of Greenland. The area is much greater than the Norwegian Sea ecoregion.","Provides species-level pressure insights. It integrates across fleets and jurisdictions during the whole hunting season.","The cost is very low, WGINOR requires minimal processing effort—simple extraction of data from the online database (they are already aggregated by region and by country).","The time series starts in 1993","The indicator is provided by NAMMCO, and no further processing of the data is required.","NAMMCO catch database is public and searchable [I need to identify were is the documentation about the methodology (or ask NAMMCO)]","In situ catch records, available on the open and online NAMMCO catch database","Increase in the real catch of Minke whale will linearly increase the official record of minke whale catch.","It is unambiguous, only an increase in the catch would lead to an increase in the Minke whale catch indicator.","There is no lag between the indicator and the indicandum","Highly relevant and formally used by NAMMCO and national agencies","For NAMMCO it is a decision support","The directionality is clear: higher catch = greater harvesting pressure. The upper limit to catch is the annual quota.","Known among marine mammal scientists, managers.","The indicator is easily interpretable: a simple count of whales caught annually. Clarifying context (e.g. quota) might be important.","Whales are iconic species and the response to the public can be unproportional and might even be unrelated for the indicator itself","Pressure",TRUE
"Oil","Oil production","Sector - Activity - Economy","thousand Sm3",NA,"2024","Lucie Buttay","lucie.buttay@uit.no","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sector - Activity - Economy",FALSE
"Gas","Gas production","Sector - Activity - Economy","million Sm3",NA,"2024","Lucie Buttay","lucie.buttay@uit.no","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sector - Activity - Economy",FALSE
"FirstHandPrice_Herring","Herring first-hand price","Sector - Activity - Economy","NOK",NA,"2024","Lucie Buttay","lucie.buttay@uit.no","unknown",NA,NA,NA,NA,"yes",NA,"Fishing is the main pressure in the Norwegian Sea ecoregion. Fishing is a profitable activity and the price that fishermen are paid for the fish they catch (i.e. First-hand price) is a driver of the activity. The time series of First-hand price, allow to track changes in the socio-economic performance of the main pelagic fisheries. It can reflect how the market responds to fish population fluctuations (the price increase when the resource becomes scare) or reflect changes in the demand for fish. Support a more integrated perspective on the ecosystem beyond natural indicators.","First-hand-price is the price per kilogram paid directly to fishermen at auction for the landings of herring, mackerel and blue whiting (Sogn-Grundvåg et al. 2019). All sales for those three species are done by the Norwegian sale Organization for Pelagic fish (Norges sildesalgslag). There is one annual time-series per species.","This indicator seems to be widely used in fisheries economics but not in natural science. This indicator is not part of GOOS.","Quantitative, recorded in NOK per kg, based on total sales value divided by total landed weight. One time series per stock.","Precision is expected to be high at the annual scale. The auctions are electronic, and all sales are recorded automatically.","No estimation of the bias.","The indicator time series can be updated annually","The first-hand price indicator corresponds to Norwegian pelagic fleet landings, covering all Norwegian EEZ and international water. The indicator integrates the fish sales annually.","The indicator focusses on three species catches: herring, mackerel and blue whiting","The indicator is produced by Fiskeridirektoratet with minimal additional effort required for WGINOR. For now, the data is only accessible in a pdf report which limits the automisation of the indicator update. The indicator is then corrected by multiplying it by the annual CPI (Consumer Price Index), available from SSB.no.","The time series is available from 2004 and the methodology has been consistent since then. Some minor changes may have occurred in the auction process (e.g. change in the sale species size categories), but given the degree of integration (species, annual) this is assumed to have no impact.","The process is very easy. It consists of extracting the values from a pdf and multiply them by the consumer CPI.","The process is not available in TAF, there is not much transparency about how Fiskeridirektoratet compute the indicator.","In situ, the source is a new report produced by Fiskeridirektoratet each year: Economic and biological key figures 2024","The indicator is an annual average of the FH-price which fluctuate through the year. If the variation throughout the year changes, the indicator would not allow to detect it.","Yes, a change in the indicator lead directly to a change in the indicandum. However, what causes changes in the indicator can be more than just a change in the demand or the scarcity of catches. The sale organisation (Norges Sildesalgslag) can set minimum price (https://doi.org/10.1016/j.marpol.2018.06.011), exchange rate fluctuations (for exports), or other market interventions.","The response is immediate. Whether the indicator can be used to anticipate future change is uncertain (outside the expertise of the group for now)","The indicator is reported by the Norwegian Directorate of Fisheries.","For us it is a surveillance indicator.","The direction of change is clearly interpretable.","The indicator is already known by fisheries sector actors, from researcher in socio-economic sciences. Not sure about the rest.","Easy to explain: ""average value per kg paid to fishers.""","Unknown.","Sector - Activity - Economy",FALSE
"FirstHandPrice_Atlmackerel","Mackerel  first-hand price","Sector - Activity - Economy","NOK",NA,"2024","Lucie Buttay","lucie.buttay@uit.no","unknown",NA,NA,NA,NA,"yes",NA,"Fishing is the main pressure in the Norwegian Sea ecoregion. Fishing is a profitable activity and the price that fishermen are paid for the fish they catch (i.e. First-hand price) is a driver of the activity. The time series of First-hand price, allow to track changes in the socio-economic performance of the main pelagic fisheries. It can reflect how the market responds to fish population fluctuations (the price increase when the resource becomes scare) or reflect changes in the demand for fish. Support a more integrated perspective on the ecosystem beyond natural indicators.","First-hand-price is the price per kilogram paid directly to fishermen at auction for the landings of herring, mackerel and blue whiting (Sogn-Grundvåg et al. 2019). All sales for those three species are done by the Norwegian sale Organization for Pelagic fish (Norges sildesalgslag). There is one annual time-series per species.","This indicator seems to be widely used in fisheries economics but not in natural science. This indicator is not part of GOOS.","Quantitative, recorded in NOK per kg, based on total sales value divided by total landed weight. One time series per stock.","Precision is expected to be high at the annual scale. The auctions are electronic, and all sales are recorded automatically.","No estimation of the bias.","The indicator time series can be updated annually","The first-hand price indicator corresponds to Norwegian pelagic fleet landings, covering all Norwegian EEZ and international water. The indicator integrates the fish sales annually.","The indicator focusses on three species catches: herring, mackerel and blue whiting","The indicator is produced by Fiskeridirektoratet with minimal additional effort required for WGINOR. For now, the data is only accessible in a pdf report which limits the automisation of the indicator update. The indicator is then corrected by multiplying it by the annual CPI (Consumer Price Index), available from SSB.no.","The time series is available from 2004 and the methodology has been consistent since then. Some minor changes may have occurred in the auction process (e.g. change in the sale species size categories), but given the degree of integration (species, annual) this is assumed to have no impact.","The process is very easy. It consists of extracting the values from a pdf and multiply them by the consumer CPI.","The process is not available in TAF, there is not much transparency about how Fiskeridirektoratet compute the indicator.","In situ, the source is a new report produced by Fiskeridirektoratet each year: Economic and biological key figures 2024","The indicator is an annual average of the FH-price which fluctuate through the year. If the variation throughout the year changes, the indicator would not allow to detect it.","Yes, a change in the indicator lead directly to a change in the indicandum. However, what causes changes in the indicator can be more than just a change in the demand or the scarcity of catches. The sale organisation (Norges Sildesalgslag) can set minimum price (https://doi.org/10.1016/j.marpol.2018.06.011), exchange rate fluctuations (for exports), or other market interventions.","The response is immediate. Whether the indicator can be used to anticipate future change is uncertain (outside the expertise of the group for now)","The indicator is reported by the Norwegian Directorate of Fisheries.","For us it is a surveillance indicator.","The direction of change is clearly interpretable.","The indicator is already known by fisheries sector actors, from researcher in socio-economic sciences. Not sure about the rest.","Easy to explain: ""average value per kg paid to fishers.""","Unknown.","Sector - Activity - Economy",FALSE
"FirstHandPrice_BlueWhiting","Blue whiting first-hand price","Sector - Activity - Economy","NOK",NA,"2024","Lucie Buttay","lucie.buttay@uit.no","unknown",NA,NA,NA,NA,"yes",NA,"Fishing is the main pressure in the Norwegian Sea ecoregion. Fishing is a profitable activity and the price that fishermen are paid for the fish they catch (i.e. First-hand price) is a driver of the activity. The time series of First-hand price, allow to track changes in the socio-economic performance of the main pelagic fisheries. It can reflect how the market responds to fish population fluctuations (the price increase when the resource becomes scare) or reflect changes in the demand for fish. Support a more integrated perspective on the ecosystem beyond natural indicators.","First-hand-price is the price per kilogram paid directly to fishermen at auction for the landings of herring, mackerel and blue whiting (Sogn-Grundvåg et al. 2019). All sales for those three species are done by the Norwegian sale Organization for Pelagic fish (Norges sildesalgslag). There is one annual time-series per species.","This indicator seems to be widely used in fisheries economics but not in natural science. This indicator is not part of GOOS.","Quantitative, recorded in NOK per kg, based on total sales value divided by total landed weight. One time series per stock.","Precision is expected to be high at the annual scale. The auctions are electronic, and all sales are recorded automatically.","No estimation of the bias.","The indicator time series can be updated annually","The first-hand price indicator corresponds to Norwegian pelagic fleet landings, covering all Norwegian EEZ and international water. The indicator integrates the fish sales annually.","The indicator focusses on three species catches: herring, mackerel and blue whiting","The indicator is produced by Fiskeridirektoratet with minimal additional effort required for WGINOR. For now, the data is only accessible in a pdf report which limits the automisation of the indicator update. The indicator is then corrected by multiplying it by the annual CPI (Consumer Price Index), available from SSB.no.","The time series is available from 2004 and the methodology has been consistent since then. Some minor changes may have occurred in the auction process (e.g. change in the sale species size categories), but given the degree of integration (species, annual) this is assumed to have no impact.","The process is very easy. It consists of extracting the values from a pdf and multiply them by the consumer CPI.","The process is not available in TAF, there is not much transparency about how Fiskeridirektoratet compute the indicator.","In situ, the source is a new report produced by Fiskeridirektoratet each year: Economic and biological key figures 2024","The indicator is an annual average of the FH-price which fluctuate through the year. If the variation throughout the year changes, the indicator would not allow to detect it.","Yes, a change in the indicator lead directly to a change in the indicandum. However, what causes changes in the indicator can be more than just a change in the demand or the scarcity of catches. The sale organisation (Norges Sildesalgslag) can set minimum price (https://doi.org/10.1016/j.marpol.2018.06.011), exchange rate fluctuations (for exports), or other market interventions.","The response is immediate. Whether the indicator can be used to anticipate future change is uncertain (outside the expertise of the group for now)","The indicator is reported by the Norwegian Directorate of Fisheries.","For us it is a surveillance indicator.","The direction of change is clearly interpretable.","The indicator is already known by fisheries sector actors, from researcher in socio-economic sciences. Not sure about the rest.","Easy to explain: ""average value per kg paid to fishers.""","Unknown.","Sector - Activity - Economy",FALSE
"FirstHandPrice_AtlanticCod","Atlantic cod first-hand price","Sector - Activity - Economy","NOK",NA,"2024","Lucie Buttay","lucie.buttay@uit.no","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sector - Activity - Economy",FALSE
"FirstHandPrice_Haddock","Haddock first-hand price","Sector - Activity - Economy","NOK",NA,"2024","Lucie Buttay","lucie.buttay@uit.no","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sector - Activity - Economy",FALSE
"FirstHandPrice_Saithe","Saithe first-hand price","Sector - Activity - Economy","NOK",NA,"2024","Lucie Buttay","lucie.buttay@uit.no","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sector - Activity - Economy",FALSE
"FirstHandPrice_AtlRedfish","Beaked redfish first-hand price","Sector - Activity - Economy","NOK",NA,"2024","Lucie Buttay","lucie.buttay@uit.no","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sector - Activity - Economy",FALSE
"CatchValue_Herring","Herring catch value","Sector - Activity - Economy","thousand NOK",NA,"2024","Lucie Buttay","lucie.buttay@uit.no","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sector - Activity - Economy",FALSE
"CatchValue_Atlmackerel","Mackerel  catch value","Sector - Activity - Economy","thousand NOK",NA,"2024","Lucie Buttay","lucie.buttay@uit.no","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sector - Activity - Economy",FALSE
"CatchValue_Bluewhiting","Blue whiting catch value","Sector - Activity - Economy","thousand NOK",NA,"2024","Lucie Buttay","lucie.buttay@uit.no","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sector - Activity - Economy",FALSE
"CatchValue_Atlanticcod","Atlantic cod catch value","Sector - Activity - Economy","thousand NOK",NA,"2024","Lucie Buttay","lucie.buttay@uit.no","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sector - Activity - Economy",FALSE
